# state, county, place, combined rate (%)
TN,,Berry Hill,9.25
TN,,Bethel Springs,9.25
TN,,Big Sandy,9.75
TN,,Blaine,9.75
TN,,Blount,9.75
TN,,Bluff City,9.25
TN,,Bolivar,9.75
TN,,Braden,9.25
TN,,Bradford,9.75
TN,,Bradley,9.75
TN,,Brentwood (Williamson),9.75
TN,,Bristol,9.25
TN,,Brownsville,9.75
TN,,Bruceton,9.75
TN,,Bulls Gap,9.75
TN,,Burlison,9.25
TN,,Burns,9.75
TN,,Byrdstown,9.75
TN,,Calhoun,9.75
TN,,Camden,9.75
TN,,Campbell,9.25
TN,,Cannon,9.75
TN,,Carroll,9.75
TN,,Carter,9.75
TN,,Carthage,9.75
TN,,Caryville,9.25
TN,,Celina,9.75
TN,,Centertown,9.75
TN,,Centerville,9.75
TN,,Charleston,9.75
TN,,Charlotte,9.75
TN,,Chattanooga,9.25
TN,,Chester,9.75
TN,,Church Hill,9.75
TN,,Claiborne,9.25
TN,,Clarksburg,9.75
TN,,Clarksville,9.5
TN,,Clay,9.75
TN,,Cleveland,9.75
TN,,Clifton,9.75
TN,,Clinton,9.75
TN,,Coalmont,9.25
TN,,Cocke,9.75
TN,,Coffee,9.75
TN,,Collegedale,9.25
TN,,Collierville,9.75
TN,,Collinwood,9.75
TN,,Columbia,9.75
TN,,Cookeville,9.75
TN,,Coopertown,9.75
TN,,Copperhill,9.75
TN,,Cottage Grove,9.75
TN,,Covington,9.75
TN,,Cowan,9.25
TN,,Crab Orchard,9.75
TN,,Crockett,9.75
TN,,Cross Plains,9.75
TN,,Crossville,9.75
TN,,Crump,9.75
TN,,Cumberland,9.75
TN,,Cumberland Gap,9.25
TN,,Dandridge,9.75
TN,,Dayton,9.75
TN,,De Kalb,9.75
TN,,Decatur,9.5
TN,,Decherd,9.25
TN,,Dickson,9.75
TN,,Dover,9.75
TN,,Dowelltown,9.75
TN,,Dresden,9.75
TN,,Ducktown,9.75
TN,,Dunlap,9.75
TN,,Dyer,9.75
TN,,Dyersburg,9.75
TN,,Eagleville,9.75
TN,,Eastview,9.25
TN,,Elizabethton,9.75
TN,,Elkton,9.75
TN,,Englewood,9.75
TN,,Enville,9.75
TN,,Erin,9.75
TN,,Erwin,9.75
TN,,Ethridge,9.75
TN,,Etowah,9.75
TN,,Farragut,9.25
TN,,Fayette,9.25
TN,,Fentress,9.5
TN,,Forest Hills,9.25
TN,,Franklin,9.25
TN,,Franklin,9.75
TN,,Friendship,9.75
TN,,Friendsville,9.75
TN,,Gadsden,9.75
TN,,Gainesboro,9.75
TN,,Gallaway,9.25
TN,,Gates,9.75
TN,,Gatlinburg,9.75
TN,,Germantown,9.75
TN,,Gibson,9.75
TN,,Giles,9.75
TN,,Gleason,9.75
TN,,Goodlettsville,9.25
TN,,Gordonsville,9.75
TN,,Grainger,9.75
TN,,Grand Junction,9.75
TN,,Graysville,9.75
TN,,Greene,9.75
TN,,Greeneville,9.75
TN,,Greenfield,9.75
TN,,Gruetli Laager,9.25
TN,,Guys,9.25
TN,,Halls(Lauderdale),9.75
TN,,Hamblen,9.75
TN,,Hamilton,9.25
TN,,Hancock,9.0
TN,,Hardeman,9.75
TN,,Hardin,9.75
TN,,Harrogate,9.25
TN,,Hawkins,9.75
TN,,Henderson,9.75
TN,,Hendersonville,9.75
TN,,Henning,9.75
TN,,Henry,9.75
TN,,Hickman,9.75
TN,,Hickory Valley,9.75
TN,,Hohenwald,9.75
TN,,Hollow Rock,9.75
TN,,Hornbeak,9.75
TN,,Hornsby,9.75
TN,,Houston,9.75
TN,,Humboldt,9.75
TN,,Humphreys,9.75
TN,,Huntland,9.25
TN,,Huntsville,9.25
TN,,Jackson,9.75
TN,,Jasper,9.75
TN,,Jefferson,9.75
TN,,Jefferson City,9.75
TN,,Jellico,9.25
TN,,Johnson,9.0
TN,,Johnson City,9.5
TN,,Johnson City,9.75
TN,,Kenton,9.75
TN,,Kimball,9.75
TN,,Kingsport,9.5
TN,,Kingsport,9.75
TN,,Kingston Springs,9.75
TN,,Knox,9.25
TN,,Knoxville,9.25
TN,,La Grange,9.25
TN,,Lafayette,9.75
TN,,Lafollette,9.25
TN,,Lake,9.75
TN,,Lakesite,9.25
TN,,Lavergne,9.75
TN,,Lawrence,9.75
TN,,Lawrenceburg,9.75
TN,,Lebanon,9.75
TN,,Lexington,9.75
TN,,Lincoln,9.5
TN,,Livingston,9.5
TN,,Loretto,9.75
TN,,Loudon,9.5
TN,,Luttrell,9.25
TN,,Lynchburg  Moore County,9.5
TN,,Lynnville,9.75
TN,,Macon,9.75
TN,,Madison,9.75
TN,,Manchester,9.75
TN,,Marion,9.75
TN,,Marshall,9.25
TN,,Martin,9.75
TN,,Maryville,9.75
TN,,Maury,9.75
TN,,Maury City,9.75
TN,,Mckenzie,9.75
TN,,Mclemoresville,9.75
TN,,Mcminn,9.75
TN,,Mcminnville,9.75
TN,,Mcnairy,9.25
TN,,Medon,9.75
TN,,Memphis,9.75
TN,,Memphis Downtown Tourism Development Zone,9.75
TN,,Middleton,9.75
TN,,Milledgeville,9.75
TN,,Millersville,9.75
TN,,Millington,9.75
TN,,Minor Hill,9.75
TN,,Mitchellville,9.25
TN,,Monroe,9.25
TN,,Monteagle,9.75
TN,,Monterey,9.75
TN,,Montgomery,9.5
TN,,Moore,9.5
TN,,Morgan,9.0
TN,,Morrison,9.75
TN,,Morristown,9.75
TN,,Mosheim,9.75
TN,,Mount Carmel,9.75
TN,,Mount Juliet,9.75
TN,,Mount Pleasant,9.75
TN,,Mountain City,9.0
TN,,Munford,9.75
TN,,Murfreesboro,9.75
TN,,Nashville,9.25
TN,,Nashville Davidson Municipal Stadium District - Geodis Park,9.25
TN,,Nashville Davidson Municipal Stadium District - Nissan Stadium,9.25
TN,,New Tazewell,9.25
TN,,Newbern,9.75
TN,,Newport,9.75
TN,,Niota,9.75
TN,,Normandy,9.75
TN,,Norris,9.75
TN,,Oak Ridge,9.75
TN,,Oakdale,9.0
TN,,Oakland,9.75
TN,,Obion,9.75
TN,,Oneida,9.25
TN,,Orlinda,9.75
TN,,Overton,9.5
TN,,Paris,9.75
TN,,Parrottsville,9.75
TN,,Pegram,9.75
TN,,Pickett,9.75
TN,,Pigeon Forge,9.75
TN,,Plainview,9.25
TN,,Pleasant Hill,9.75
TN,,Polk,9.75
TN,,Portland(Sumner),9.75
TN,,Powells Crossroads,9.75
TN,,Puryear,9.75
TN,,Red Boiling Springs,9.75
TN,,Rhea,9.75
TN,,Ridgely,9.75
TN,,Ridgetop,9.75
TN,,Rives,9.75
TN,,Roane,9.5
TN,,Robertson,9.75
TN,,Rockford,9.75
TN,,Rocky Top,9.75
TN,,Rogersville,9.75
TN,,Rossville,9.75
TN,,Rutherford,9.75
TN,,Rutledge,9.75
TN,,Saint Joseph,9.75
TN,,Saltillo,9.75
TN,,Samburg,9.75
TN,,Saulsbury,9.75
TN,,Savannah,9.75
TN,,Scott,9.25
TN,,Scotts Hill,9.75
TN,,Sevierville,9.75
TN,,Sharon,9.75
TN,,Shelby,9.25
TN,,Shelbyville,9.75
TN,,Silerton,9.75
TN,,Slayden,9.75
TN,,Smith,9.0
TN,,Smithville,9.75
TN,,Soddy Daisy,9.25
TN,,Somerville,9.75
TN,,South Carthage,9.0
TN,,South Fulton,9.75
TN,,Spencer,9.75
TN,,Spring City,9.75
TN,,Spring Hill,9.75
TN,,Stanton,9.75
TN,,Stewart,9.25
TN,,Sullivan,9.25
TN,,Sumner,9.25
TN,,Sunbright,9.75
TN,,Surgoinsville,9.75
TN,,Sweetwater,9.75
TN,,Tennessee Ridge,9.75
TN,,Tipton,9.25
TN,,Tiptonville,9.75
TN,,Toone,9.75
TN,,Townsend,9.75
TN,,Trimble,9.75
TN,,Troy,9.75
TN,,Tullahoma,9.75
TN,,Unicoi,9.75
TN,,Union,9.25
TN,,Union City,9.75
TN,,Van Buren,9.75
TN,,Viola,9.75
TN,,Vonore,9.25
TN,,Warren,9.75
TN,,Wartburg,9.75
TN,,Wartrace,9.75
TN,,Washington,9.5
TN,,Watertown,9.75
TN,,Wayne,9.75
TN,,Waynesboro,9.75
TN,,Weakley,9.75
TN,,White,9.25
TN,,White Bluff,9.75
TN,,Williamson,9.75
TN,,Wilson,9.75
TN,,Winfield,9.25
TN,,Woodbury,9.75
TN,,Woodland Mills,9.75
TN,,Yorkville,9.75
TX,,Abernathy,8.25
TX,,Abilene,8.25
TX,,Ackerly,7.75
TX,,Addison,8.25
TX,,Adrian,7.75
TX,,Alamo,8.25
TX,,Alamo Heights,8.25
TX,,Alba,8.25
TX,,Albany,8.25
TX,,Alice,8.25
TX,,Allen,8.25
TX,,Alma,8.25
TX,,Alpine,8.25
TX,,Alto,8.25
TX,,Alton,8.25
TX,,Alvin,8.25
TX,,Alvord,8.25
TX,,Amarillo,8.25
TX,,Amherst,7.5
TX,,Anahuac,8.25
TX,,Anderson,6.75
TX,,Anderson,8.0
TX,,Andrews,8.25
TX,,Angelina,6.75
TX,,Angleton,8.25
TX,,Angus,8.25
TX,,Annona,7.75
TX,,Anson,8.25
TX,,Anthony,8.25
TX,,Anton,8.25
TX,,Appleby,8.25
TX,,Aransas Pass Municipal Development,8.25
TX,,Archer City,8.25
TX,,Arlington,8.25
TX,,Armstrong,6.75
TX,,Asherton,7.75
TX,,Aspermont,8.25
TX,,Atascosa,6.75
TX,,Atascosa County Emergency Services District No.1,8.25
TX,,Athens,8.25
TX,,Atlanta,8.25
TX,,Austin,6.75
TX,,Austin,8.25
TX,,Austin Mta Transit,8.25
TX,,Austwell,7.25
TX,,Avery,7.75
TX,,Azle Crime Control,8.25
TX,,Azle Municipal Development District Sp,8.25
TX,,Bailey,6.75
TX,,Bailey,7.75
TX,,Baird,8.25
TX,,Balch Springs,8.25
TX,,Balcones Heights,8.25
TX,,Ballinger,8.25
TX,,Bandera,6.75
TX,,Bangs,8.25
TX,,Bardwell,7.25
TX,,Barry,6.75
TX,,Bastrop,6.75
TX,,Bastrop,8.25
TX,,Bastrop-Travis Emergency Services District No. 1-A,8.25
TX,,Bay City,8.25
TX,,Bayou Vista,8.25
TX,,Bayside,8.25
TX,,Baytown,8.25
TX,,Baytown Municipal Dev District,8.25
TX,,Beaumont,8.25
TX,,Beckville,7.25
TX,,Bedford,8.25
TX,,Bedias,8.0
TX,,Bee,6.75
TX,,Beeville,8.25
TX,,Bell,6.75
TX,,Bell,8.25
TX,,Bellaire,8.25
TX,,Bellevue,8.25
TX,,Bellmead,8.25
TX,,Bells,8.25
TX,,Bellville,8.25
TX,,Belton,8.25
TX,,Benavides,8.25
TX,,Benbrook,8.25
TX,,Benjamin,8.25
TX,,Bexar Co Esd 12 Sp,8.25
TX,,Bexar Co Esd 3 Sp,8.25
TX,,Bexar Co Esd 5 Sp,8.25
TX,,Bexar Co Esd 7 Sp,8.25
TX,,Bexar County Emergency Services District No. 1,8.25
TX,,Big Lake,8.25
TX,,Big Sandy,8.25
TX,,Big Spring,8.25
TX,,Big Wells,7.75
TX,,Blackwell,7.25
TX,,Blanco Co Esd 2 Sp,8.25
TX,,Blanco County North Library Dist,8.25
TX,,Blanco County South Library Dist,8.25
TX,,Bloomburg,8.25
TX,,Blooming Grove,7.75
TX,,Bloomington,8.25
TX,,Blossom,8.0
TX,,Blue Mound,8.25
TX,,Blue Ridge,8.25
TX,,Bogata Crime Control & Prevention,8.25
TX,,Bonham,8.25
TX,,Booker,7.75
TX,,Borden,7.25
TX,,Borger,8.25
TX,,Bosque,6.75
TX,,Bovina,8.25
TX,,Bowie,6.75
TX,,Bowie,8.25
TX,,Brackettville,8.25
TX,,Brady,8.25
TX,,Brazoria,6.75
TX,,Brazoria,8.25
TX,,Brazos,8.25
TX,,Breckenridge,8.25
TX,,Brenham,8.25
TX,,Brewster,6.75
TX,,Brewster County Emergency Svcs No. 1,8.25
TX,,Bridge City,8.25
TX,,Broaddus,7.75
TX,,Bronte,8.25
TX,,Brooks County Health Services,6.75
TX,,Brownfield,8.25
TX,,Brownsboro,8.25
TX,,Brownsville,8.25
TX,,Brownwood,8.25
TX,,Bruceville-Eddy,8.25
TX,,Bryan,8.25
TX,,Bryson,7.75
TX,,Buckholts,7.75
TX,,Buffalo Gap,8.25
TX,,Buffalo Springs,7.75
TX,,Burkburnett,8.25
TX,,Burleson,6.75
TX,,Burleson,8.25
TX,,Burnet,8.25
TX,,Burnet Co Esd 6 Sp,8.25
TX,,Burnet Co Esd No 8 Sp,8.25
TX,,Burnet County Emergency Services District No. 7,8.25
TX,,Burton,8.25
TX,,Byers,7.25
TX,,Cactus,7.25
TX,,Caddo Mills,8.25
TX,,Caldwell,6.75
TX,,Caldwell,8.25
TX,,Calhoun,6.75
TX,,Calhoun Co Port Oconnor Improvement District Sp,8.25
TX,,Callahan,6.25
TX,,Callisburg,8.25
TX,,Cameron,6.25
TX,,Cameron,8.25
TX,,Camp,6.75
TX,,Camp Wood,7.75
TX,,Campbell,8.25
TX,,Canadian,8.25
TX,,Caney City,8.25
TX,,Canton,8.25
TX,,Canyon,8.25
TX,,Carbon,7.25
TX,,Carmine,8.25
TX,,Carrizo Springs,8.25
TX,,Carrollton,8.25
TX,,Cass,6.25
TX,,Cass,8.25
TX,,Castle Hills Crime Control,8.25
TX,,Castro,6.75
TX,,Cedar Hill,8.25
TX,,Cedar Park,8.25
TX,,Celina,8.25
TX,,Center,8.25
TX,,Centerville,8.25
TX,,Chambers Co Emergency Services District 1,8.125
TX,,Chambers County Health Services,6.75
TX,,Chandler,8.25
TX,,Channing,7.25
TX,,Charlotte,8.25
TX,,Cherokee,6.75
TX,,Chester,7.75
TX,,Chico,8.25
TX,,Childress,6.75
TX,,Chillicothe,8.0
TX,,China Grove,8.25
TX,,Chireno,8.25
TX,,Cibolo,8.25
TX,,Cisco,8.25
TX,,Claude,8.25
TX,,Clay,6.25
TX,,Clear Lake Shores,8.25
TX,,Cleveland,8.25
TX,,Clifton,8.25
TX,,Clute,8.25
TX,,Clyde,8.25
TX,,Coahoma,7.75
TX,,Cochran,6.25
TX,,Coke,6.25
TX,,Coldspring,8.25
TX,,Coleman,6.25
TX,,Coleman,8.25
TX,,College Station,8.25
TX,,Colleyville Crime Control,8.25
TX,,Collin,6.25
TX,,Collingsworth,6.25
TX,,Collinsville,8.25
TX,,Colorado,6.75
TX,,Colorado City,8.25
TX,,Columbus,8.25
TX,,Comal Co Emr Dist 5 Sp,8.25
TX,,Comal County Emergency Svcs No. 3,8.25
TX,,Comanche,6.75
TX,,Comanche,8.25
TX,,Combes,8.25
TX,,Commerce,8.25
TX,,Como,7.75
TX,,Concho,6.75
TX,,Conroe,8.25
TX,,Cooke,6.75
TX,,Cool,8.25
TX,,Coolidge,7.25
TX,,Cooper,8.25
TX,,Coppell,8.25
TX,,Copperas Cove,8.25
TX,,Corinth,8.25
TX,,Corpus Christi,8.25
TX,,Corrigan,8.25
TX,,Corsicana,8.25
TX,,Coryell,6.75
TX,,Cottle,8.25
TX,,Cottonwood Shores Crime Control,8.25
TX,,Cotulla,8.25
TX,,Coyote Flats,8.25
TX,,Crane,8.25
TX,,Cranfills Gap,8.25
TX,,Crawford,8.25
TX,,Cresson,8.25
TX,,Crockett,8.25
TX,,Crosby,6.75
TX,,Crosbyton,8.25
TX,,Cross Plains,8.25
TX,,Crowell,8.0
TX,,Crowley,8.25
TX,,Crowley Etj,8.25
TX,,Crystal City,8.25
TX,,Culberson,6.25
TX,,Cumby,8.0
TX,,Cuney,8.25
TX,,Daingerfield,8.25
TX,,Daisetta,8.25
TX,,Dalhart,8.25
TX,,Dallam,6.25
TX,,Dallas,8.25
TX,,Dalworthington Gardens Crime Contrl,8.25
TX,,Danbury,8.25
TX,,Darrouzett,8.25
TX,,Dawson,6.75
TX,,Dawson,8.0
TX,,De Kalb,8.25
TX,,De Leon,8.25
TX,,Deaf Smith,6.75
TX,,Deer Park,8.25
TX,,Del Rio,8.25
TX,,Dell City,7.25
TX,,Delta County Emergency Services,7.25
TX,,Denison,8.25
TX,,Dennis,8.25
TX,,Denton,8.25
TX,,Denton Tourism Public Improvement District,8.25
TX,,Denver City,8.25
TX,,Deport,8.25
TX,,Desoto,8.25
TX,,Detroit,8.25
TX,,Devers,8.25
TX,,Dewitt,6.25
TX,,Diboll,8.25
TX,,Dickens,6.75
TX,,Dickens,8.25
TX,,Dickinson,8.25
TX,,Dilley Etj,8.25
TX,,Dimmit,6.75
TX,,Dimmitt,8.25
TX,,Dodd City,7.75
TX,,Donley County Assistance District No. 2,8.25
TX,,Dorchester,8.25
TX,,Douglassville,6.5
TX,,Dripping Springs Library District,8.25
TX,,Driscoll,8.25
TX,,Dublin,8.25
TX,,Dumas,8.25
TX,,Duncanville,8.25
TX,,Duval,6.25
TX,,E Travis Co Gatewy Lib Sp,8.25
TX,,Eagle Lake,8.25
TX,,Eagle Pass,8.25
TX,,Early,8.25
TX,,Earth,7.75
TX,,East Montgome Co Esd 6 Sp,8.25
TX,,East Montgomery Co Improvement District Edz No 4 Sp,8.25
TX,,East Tawakoni,8.25
TX,,Eastland,8.25
TX,,Eastland Memorial Hospital,6.75
TX,,Easton,7.75
TX,,Ector,7.75
TX,,Ector Co Ad,8.25
TX,,Eden,8.25
TX,,Edgewood,8.25
TX,,Edinburg,8.25
TX,,Edmonson,7.75
TX,,Edna,8.25
TX,,Edom,7.25
TX,,El Campo,8.25
TX,,El Cenizo,8.25
TX,,El Lago,8.25
TX,,El Paso,8.25
TX,,El Paso County Emergency Svcs No. 2,7.25
TX,,El Paso Ctd Transit,8.25
TX,,Eldorado,8.25
TX,,Electra,8.25
TX,,Elgin/Bastrop-Travis County Emergency Services District No. 1-A Combined Area,8.25
TX,,Elkhart,8.0
TX,,Ellis,6.25
TX,,Ellis County Emergency Services District No. 2-A,8.25
TX,,Elsa,8.25
TX,,Emory,8.25
TX,,Encinal,8.25
TX,,Ennis,8.25
TX,,Erath,6.75
TX,,Escobares,8.25
TX,,Estelline,8.25
TX,,Evant,8.25
TX,,Fair Oaks Ranch,8.25
TX,,Fair Oaks Ranch/Bulverde Area Rural Library District,8.25
TX,,Fairfield,8.25
TX,,Falfurrias,8.25
TX,,Falls,6.75
TX,,Falls County Emergency Services District No. 1,8.25
TX,,Fannin,6.75
TX,,Farmers Branch,8.25
TX,,Farmersville,8.25
TX,,Farmersville/Hunt County Combined Area,8.25
TX,,Fate,8.25
TX,,Fayette,6.75
TX,,Fayette,7.75
TX,,Fayetteville,8.25
TX,,Ferris,8.25
TX,,Fisher,6.25
TX,,Floyd,6.25
TX,,Floydada,8.0
TX,,Follett,8.25
TX,,Forest Hill Library District,8.25
TX,,Forney,8.25
TX,,Forsan,7.25
TX,,Fort Bend,8.25
TX,,Fort Bend Co Ad 9 Sp,8.25
TX,,Fort Bend County Assistance District No 5 Sp,8.25
TX,,Fort Bend County Emergency Services District No. 3,8.25
TX,,Fort Bend County Emergency Services District No. 9,8.25
TX,,Fort Bend County Emergency Services District No.5,8.25
TX,,Fort Stockton,8.25
TX,,Fort Worth,8.25
TX,,Franklin,6.75
TX,,Fredericksburg,8.25
TX,,Freeport,8.25
TX,,Freer,8.25
TX,,Friendswood,8.25
TX,,Frio County Emergency Services District No. 1,8.25
TX,,Friona,8.25
TX,,Frisco,8.25
TX,,Fritch,8.25
TX,,Frost,7.75
TX,,Fruitvale,8.25
TX,,Fulshear,8.25
TX,,Fulton,8.25
TX,,Gaines,6.25
TX,,Gainesville,8.25
TX,,Gallatin,6.75
TX,,Galveston,8.25
TX,,Galveston Co Esd No 2 Sp,8.25
TX,,Ganado,8.25
TX,,Garland,8.25
TX,,Gatesville,8.25
TX,,George West,8.25
TX,,Georgetown,8.25
TX,,Giddings,8.25
TX,,Gillespie,6.75
TX,,Gilmer,8.25
TX,,Glen Rose Etj,8.25
TX,,Goldthwaite,8.25
TX,,Goliad,6.25
TX,,Goliad,8.25
TX,,Golinda,8.25
TX,,Gonzales,8.25
TX,,Goodrich,7.75
TX,,Goree,8.25
TX,,Gorman,8.25
TX,,Grand Prairie,8.25
TX,,Grandfalls,8.25
TX,,Grapeland,8.25
TX,,Grapevine,8.25
TX,,Grayson,6.25
TX,,Greenville,8.25
TX,,Gregg,8.25
TX,,Gregg County Emergency Services District No. 3,8.25
TX,,Grimes,6.75
TX,,Groom,8.25
TX,,Groves,8.25
TX,,Groveton,8.25
TX,,Gruver,8.25
TX,,Guadalupe,6.75
TX,,Guadalupe,8.25
TX,,Gun Barrel City,8.25
TX,,Gunter,8.25
TX,,Gustine,7.75
TX,,Hale,6.75
TX,,Hale Center,8.25
TX,,Hallettsville,8.25
TX,,Hallsburg,7.75
TX,,Hallsville,8.25
TX,,Hamilton,8.25
TX,,Hamlin,8.25
TX,,Happy,7.75
TX,,Hardin,6.25
TX,,Hardin,8.25
TX,,Harker Heights,8.25
TX,,Harlingen,8.25
TX,,Harris Co Emer Dist 50 Sp,8.25
TX,,Harris Co Emergency Services District 28 Sp,8.25
TX,,Harris Co Emergency Services District 48 Sp,8.25
TX,,Harris Co Emergency Services District No 17 Sp,8.25
TX,,Harris Co Emergency Services District No 9 Sp,8.25
TX,,Harris Co Esd 16 Sp,8.25
TX,,Harris Co Esd No. 60,8.25
TX,,Harris Co. Esd No. 10,8.25
TX,,Harrison,6.25
TX,,Hart,8.25
TX,,Hartley,6.25
TX,,Haskell,6.25
TX,,Haskell,8.25
TX,,Hawkins,8.25
TX,,Hawley,8.25
TX,,Hays,8.25
TX,,Helotes,8.25
TX,,Henderson,8.25
TX,,Henderson County Emergency Services District No. 3,8.25
TX,,Henrietta,8.25
TX,,Hewitt,8.25
TX,,Hico,8.25
TX,,Hidalgo,6.25
TX,,Hidalgo,8.25
TX,,Higgins,8.0
TX,,Hill Co Esd 2a Sp,8.25
TX,,Hill Country Village,8.25
TX,,Hillsboro Etj,8.25
TX,,Hitchcock,8.25
TX,,Hockley,6.25
TX,,Hockley,8.25
TX,,Holland,8.0
TX,,Hondo Medina Co Esd 6 Combined Area Sp,8.25
TX,,Honey Grove,8.25
TX,,Hood,6.75
TX,,Hooks,8.25
TX,,Hopkins,6.75
TX,,Horseshoe Bay,8.25
TX,,Houston,6.75
TX,,Houston,8.25
TX,,Houston Mta Transit,8.25
TX,,Houston/Fort Bend County Assistance District 4 Combined Area,8.25
TX,,Howard,6.25
TX,,Hudson,8.25
TX,,Hudspeth,6.25
TX,,Hughes Springs,8.25
TX,,Humble,8.25
TX,,Hunt,6.75
TX,,Huntington,8.25
TX,,Huntsville,8.25
TX,,Hutchins,8.25
TX,,Hutchinson,6.25
TX,,Huxley,7.25
TX,,Idalou,8.25
TX,,Industry,8.25
TX,,Ingram,8.25
TX,,Iola,8.0
TX,,Iowa Colony,8.25
TX,,Iowa Park,8.25
TX,,Iraan,8.25
TX,,Iredell,7.75
TX,,Irion,6.25
TX,,Irving,8.25
TX,,Italy,8.25
TX,,Jack,6.25
TX,,Jackson,6.75
TX,,Jasper,8.25
TX,,Jasper County Dev District No. 1,8.25
TX,,Jasper County Emergency Services District No. 2,8.25
TX,,Jayton,7.25
TX,,Jeff Davis Co Emergency Svcs No. 1,8.25
TX,,Jefferson,8.25
TX,,Jefferson County Emergency Services District No. 1,8.25
TX,,Jefferson County Emergency Services District No. 5,8.25
TX,,Jersey Village,8.25
TX,,Jim Wells,6.75
TX,,Joaquin,8.25
TX,,Johnson,8.25
TX,,Jones,6.25
TX,,Josephine,8.25
TX,,Junction,8.25
TX,,Karnes,6.75
TX,,Karnes City,8.25
TX,,Katy,8.25
TX,,Kaufman,8.25
TX,,Kaufman County Emergency Services District No. 2,8.25
TX,,Kaufman County Emergency Services District No.3,8.25
TX,,Kemah,8.25
TX,,Kendall,6.75
TX,,Kendleton,8.25
TX,,Kenedy,6.25
TX,,Kenedy,8.25
TX,,Kennard,7.75
TX,,Kent,6.25
TX,,Kerens,8.25
TX,,Kermit,8.25
TX,,Kerr,6.75
TX,,Kerrville,8.25
TX,,Kilgore,8.25
TX,,Killeen,8.25
TX,,Kimble,6.75
TX,,King,6.25
TX,,Kingsville,8.25
TX,,Kirby Crime Control And Prevention District,8.25
TX,,Kleberg,6.75
TX,,Knox City,8.25
TX,,Kress,7.75
TX,,Kurten,7.75
TX,,La Feria,8.25
TX,,La Grange,8.25
TX,,La Grulla,8.25
TX,,La Joya,8.25
TX,,La Marque,8.25
TX,,La Porte Fire Control Prevention And Ems District Sp,8.25
TX,,La Salle,6.25
TX,,La Villa,8.25
TX,,La Ward,7.75
TX,,Lacy-Lakeview,8.25
TX,,Ladonia,7.75
TX,,Lake Travis Community Library District,8.25
TX,,Lake Worth Crime Control,8.25
TX,,Lakeview,7.25
TX,,Lamar,6.75
TX,,Lamb,6.25
TX,,Lamesa,8.25
TX,,Lampasas,6.75
TX,,Laredo City Ctd Transit,8.25
TX,,Las Damas Mgmt Dist Sp,8.25
TX,,Latexo,7.75
TX,,Lavaca,6.25
TX,,Lawn,7.25
TX,,League City,8.25
TX,,Leakey,8.25
TX,,Leander,8.25
TX,,Leary,8.25
TX,,Lee,6.75
TX,,Lefors,7.25
TX,,Leon Valley Crime Control And Prevention District Sp,8.25
TX,,Leona,7.75
TX,,Leonard,8.25
TX,,Leroy,7.75
TX,,Levelland,8.25
TX,,Lewisville Crime Control District Sp,8.25
TX,,Lexington,8.25
TX,,Liberty,6.75
TX,,Liberty,8.25
TX,,Liberty Co Esd 7 Sp,8.25
TX,,Liberty Hill Pub Lib Dist,8.25
TX,,Limestone,6.25
TX,,Limestone,8.25
TX,,Linden,8.25
TX,,Lindsay,8.25
TX,,Lipscomb,6.25
TX,,Little River-Academy,7.75
TX,,Littlefield,8.25
TX,,Live Oak,6.75
TX,,Live Oak,8.25
TX,,Liverpool,7.75
TX,,Livingston,8.25
TX,,Llano,6.25
TX,,Lockney,7.75
TX,,Lometa,8.25
TX,,Lone Oak,8.25
TX,,Longview,8.25
TX,,Loraine,8.25
TX,,Lorenzo,7.75
TX,,Los Indios,8.0
TX,,Lott,8.25
TX,,Lovelady,7.75
TX,,Loving,6.25
TX,,Lubbock,8.25
TX,,Lueders,7.25
TX,,Lufkin,8.25
TX,,Luling,8.25
TX,,Lyford,8.25
TX,,Madisonville,8.25
TX,,Magnolia,8.25
TX,,Mansfield,8.25
TX,,Manvel,8.25
TX,,Marfa,8.0
TX,,Marion,8.25
TX,,Marshall,8.25
TX,,Martin,6.25
TX,,Martindale Etj,8.25
TX,,Mason,8.25
TX,,Mason County Health Services,7.25
TX,,Matador,8.25
TX,,Matagorda,6.25
TX,,Maud,8.25
TX,,Maverick County Lfw And Cdc,7.25
TX,,Maypearl,8.25
TX,,Mcallen,8.25
TX,,Mccamey,8.25
TX,,Mcculloch,7.0
TX,,Mcgregor,8.25
TX,,Mclean,8.25
TX,,Mcmullen,6.25
TX,,Meadow,7.75
TX,,Medina,8.25
TX,,Medina Co Esd 1 Sp,8.25
TX,,Medina Co Esd 6 Sp,8.25
TX,,Megargel,7.75
TX,,Melissa,8.25
TX,,Melvin,8.0
TX,,Menard,6.75
TX,,Menard,8.25
TX,,Meridian,8.25
TX,,Merkel,8.25
TX,,Mertzon,7.25
TX,,Mesquite,8.25
TX,,Mexia,8.25
TX,,Miami,8.25
TX,,Midland,7.0
TX,,Midland,8.25
TX,,Midway,8.25
TX,,Milam,6.75
TX,,Milano,8.25
TX,,Miles,8.25
TX,,Mills,6.25
TX,,Mineral Wells,8.25
TX,,Missouri City,8.25
TX,,Mitchell,6.75
TX,,Mobeetie,7.25
TX,,Monahans,8.25
TX,,Mont Belvieu,8.25
TX,,Montague,6.25
TX,,Montgomery,8.25
TX,,Montgomery Co Emergency Services District 10 Sp,8.25
TX,,Montgomery Co Emergency Services District No 8 Sp,8.25
