# state, county, place, combined rate (%)
AK,,Adak,4.0
AK,,Akiak,0.0
AK,,Akutan,0.0
AK,,Alakanuk,4.0
AK,,Alaska,0.0
AK,,Aleknagik,5.0
AK,,Allakaket,0.0
AK,,Ambler,3.0
AK,,Anaktuvuk Pass,0.0
AK,,Anchorage Borough,0.0
AK,,Anderson,0.0
AK,,Angoon,3.0
AK,,Aniak,2.0
AK,,Anvik,0.0
AK,,Atka,0.0
AK,,Atqasuk,0.0
AK,,Bethel,6.0
AK,,Bettles,0.0
AK,,Brevig Mission,3.0
AK,,Bristol Bay Borough,0.0
AK,,Buckland,6.0
AK,,Chefornak,2.0
AK,,Chevak,3.0
AK,,Chignik,2.0
AK,,Clarks Point,6.0
AK,,Clear Air Force Base,0.0
AK,,Coffman Cove,0.0
AK,,Cold Bay,0.0
AK,,Cordova,7.0
AK,,Craig,7.0
AK,,Deering,3.0
AK,,Delta Junction,0.0
AK,,Denali Borough,0.0
AK,,Dillingham,6.0
AK,,Eagle,0.0
AK,,Egegik,0.0
AK,,Ekwok,0.0
AK,,Elim,3.0
AK,,Emmonak,4.0
AK,,Fairbanks,0.0
AK,,Fairbanks N Star Brg,0.0
AK,,False Pass,3.0
AK,,Fort Wainwright,0.0
AK,,Fort Yukon,3.0
AK,,Galena,3.0
AK,,Gambell,3.0
AK,,Goodnews Bay,0.0
AK,,Grayling,0.0
AK,,Gustavus,3.0
AK,,Haines,7.0
AK,,Holy Cross,0.0
AK,,Homer,7.85
AK,,Hoonah,6.5
AK,,Hooper Bay,5.0
AK,,Houston,2.0
AK,,Hughes,0.0
AK,,Huslia,0.0
AK,,Hydaburg,6.0
AK,,Juneau,5.0
AK,,Kake,5.0
AK,,Kaktovik,0.0
AK,,Kaltag,0.0
AK,,Kenai,6.0
AK,,Kenai Peninsula,3.0
AK,,Ketchikan,8.0
AK,,Ketchikan Gateway,2.5
AK,,Kiana,3.0
AK,,King Cove,6.0
AK,,Kivalina,2.0
AK,,Klawock,6.5
AK,,Kobuk,3.0
AK,,Kodiak,7.0
AK,,Kodiak Island Borough,0.0
AK,,Kotlik,3.0
AK,,Kotzebue,6.0
AK,,Koyuk,3.0
AK,,Koyukuk,0.0
AK,,Kwethluk,5.0
AK,,Lake Peninsula Brg,0.0
AK,,Larsen Bay,3.0
AK,,Lower Kalskag,0.0
AK,,Manokotak,2.0
AK,,Marshall,4.0
AK,,Matanuska-Susitna Brg,0.0
AK,,Matanuska-Susitna Brg,3.0
AK,,Mekoryuk,4.0
AK,,Mountain Village,3.0
AK,,Napakiak,5.0
AK,,Nenana,4.0
AK,,New Stuyahok,0.0
AK,,Nightmute,2.0
AK,,Nikolai,0.0
AK,,Nome,6.0
AK,,Nondalton,3.0
AK,,Noorvik,4.0
AK,,North Pole,5.5
AK,,North Slope Borough,0.0
AK,,Northwest Arctic Brg,0.0
AK,,Nuiqsut,0.0
AK,,Nulato,0.0
AK,,Nunam Iqua,4.0
AK,,Nunapitchuk,4.0
AK,,Old Harbor,3.0
AK,,Ouzinkie,6.0
AK,,Palmer,4.0
AK,,Pelican,6.0
AK,,Petersburg Borough,6.0
AK,,Pilot Point,0.0
AK,,Pilot Station,4.0
AK,,Platinum,0.0
AK,,Point Hope,3.0
AK,,Port Alexander,4.0
AK,,Port Heiden,0.0
AK,,Quinhagak,3.0
AK,,Ruby,0.0
AK,,Russian Mission,0.0
AK,,Saint George,0.0
AK,,Saint Marys,3.0
AK,,Saint Michael,4.0
AK,,Saint Paul,3.5
AK,,Sand Point,4.0
AK,,Savoonga,4.0
AK,,Scammon Bay,6.0
AK,,Selawik,6.5
AK,,Seldovia,9.5
AK,,Seward,7.0
AK,,Shageluk,0.0
AK,,Shishmaref,3.0
AK,,Shungnak,2.0
AK,,Sitka,6.0
AK,,Skagway,5.0
AK,,Soldotna,6.0
AK,,Stebbins,4.0
AK,,Tanana,2.0
AK,,Teller,3.0
AK,,Tenakee Springs,2.0
AK,,Thorne Bay,6.0
AK,,Togiak,2.0
AK,,Toksook Bay,2.0
AK,,Unalakleet,5.0
AK,,Unalaska,3.0
AK,,Upper Kalskag,0.0
AK,,Valdez,0.0
AK,,Wales,3.0
AK,,Wasilla,2.5
AK,,White Mountain,3.0
AK,,Whittier,5.0
AK,,Wrangell,7.0
AK,,Yakutat,5.0
AL,,Abbeville,9.0
AL,,Adamsville,10.0
AL,,Adamsville Pj,8.0
AL,,Addison,9.0
AL,,Akron,9.0
AL,,Alabama,10.0
AL,,Alabaster,10.0
AL,,Albertville,10.0
AL,,Alexander City,10.0
AL,,Aliceville,10.0
AL,,Allgood,10.0
AL,,Altoona,12.0
AL,,Andalusia,10.0
AL,,Anderson,7.5
AL,,Anniston,10.0
AL,,Anniston Pj,9.5
AL,,Arab,12.5
AL,,Arab Pj,10.0
AL,,Ardmore,9.0
AL,,Argo,10.0
AL,,Ariton,8.0
AL,,Ashford,9.0
AL,,Ashland,9.0
AL,,Ashville,10.0
AL,,Athens,9.0
AL,,Atmore,10.0
AL,,Attalla,10.0
AL,,Auburn,9.0
AL,,Autauga,6.5
AL,,Autaugaville,10.5
AL,,Baker Hill,9.5
AL,,Baldwin,7.0
AL,,Bay Minette,10.0
AL,,Bay Minette Pj,8.5
AL,,Bayou La Batre,10.0
AL,,Bayou La Batre Pj,7.75
AL,,Bear Creek,9.0
AL,,Beatrice,9.0
AL,,Beaverton,8.0
AL,,Belk,7.0
AL,,Berry Pj,7.5
AL,,Bessemer,10.0
AL,,Bibb,8.0
AL,,Billingsley,9.5
AL,,Birmingham,10.0
AL,,Birmingham-Shuttlesworth International Airport,10.0
AL,,Black,8.0
AL,,Blountsville,10.0
AL,,Blue Springs,6.5
AL,,Boaz,10.0
AL,,Bon Air,9.0
AL,,Brantley,10.0
AL,,Brent,10.0
AL,,Brewton,10.0
AL,,Bridgeport,9.0
AL,,Brilliant,9.0
AL,,Brookside,10.0
AL,,Brundidge,9.5
AL,,Bullock,6.5
AL,,Butler,5.5
AL,,Butler,10.0
AL,,Calera,13.0
AL,,Calera Pj,10.5
AL,,Calhoun,7.0
AL,,Camden,11.0
AL,,Carbon Hill,10.0
AL,,Carbon Hill Pj,8.0
AL,,Cardiff,10.0
AL,,Cedar Bluff,10.0
AL,,Center Point,10.0
AL,,Centre,10.0
AL,,Chatom,10.0
AL,,Chatom Pj,7.5
AL,,Chelsea,10.0
AL,,Cherokee,7.5
AL,,Cherokee,9.0
AL,,Chickasaw,10.0
AL,,Childersburg,10.0
AL,,Chilton,8.0
AL,,Choctaw,7.0
AL,,Citronelle,10.0
AL,,Clanton,10.0
AL,,Clarke,5.0
AL,,Clay,6.0
AL,,Clay,10.0
AL,,Clayton,9.5
AL,,Cleburne,6.0
AL,,Cleveland,9.0
AL,,Clio,9.5
AL,,Coaling,10.0
AL,,Coffee Springs,8.0
AL,,Coffeeville,10.0
AL,,Collinsville,11.5
AL,,Columbiana,10.0
AL,,Conecuh,6.0
AL,,Coosa,6.0
AL,,Coosada,10.0
AL,,Cordova,10.0
AL,,Courtland,10.0
AL,,Crenshaw,7.5
AL,,Crossville,9.0
AL,,Cuba,11.0
AL,,Cullman,8.5
AL,,Cullman,9.0
AL,,Cusseta Un,10.0
AL,,Dadeville,9.5
AL,,Daleville,9.0
AL,,Daphne,9.5
AL,,Dauphin Island,10.0
AL,,Decatur,9.0
AL,,Dekalb,9.0
AL,,Demopolis,10.0
AL,,Detroit,8.0
AL,,Dothan,9.0
AL,,Dothan,10.0
AL,,Double Springs,10.0
AL,,Double Springs Pj,8.0
AL,,Douglas,9.0
AL,,Dozier,8.5
AL,,Dutton,9.0
AL,,East Brewton,11.0
AL,,Eclectic,10.0
AL,,Elba,9.0
AL,,Elba Pj,7.0
AL,,Elberta,11.0
AL,,Eldridge,9.0
AL,,Elkmont,8.0
AL,,Elmore,9.5
AL,,Emelle,10.0
AL,,Enterprise,9.0
AL,,Enterprise,10.0
AL,,Epes,8.0
AL,,Escambia,9.0
AL,,Ethelsville,9.0
AL,,Eufaula,9.5
AL,,Eutaw,10.0
AL,,Eva,9.0
AL,,Evergreen,9.0
AL,,Evergreen - Conecuh Capital Improvement Cooperative District,9.0
AL,,Excel,10.0
AL,,Fairhope,9.0
AL,,Fairhope Un,8.0
AL,,Falkville,9.0
AL,,Faunsdale,10.0
AL,,Flomaton,11.0
AL,,Florala,10.0
AL,,Florence,9.5
AL,,Foley,10.0
AL,,Foley Pj,8.5
AL,,Forkland,9.0
AL,,Fort Deposit,10.5
AL,,Fort Payne,9.0
AL,,Franklin,6.0
AL,,Fruithurst,9.0
AL,,Fulton,8.0
AL,,Fultondale,10.0
AL,,Fyffe,9.0
AL,,Gadsden,10.0
AL,,Gainesville,10.0
AL,,Gantt,8.5
AL,,Garden City,9.0
AL,,Gardendale,10.0
AL,,Geneva,6.0
AL,,Geneva,9.5
AL,,Georgiana,10.0
AL,,Geraldine,9.0
AL,,Gilbertown,9.0
AL,,Glen Allen,7.0
AL,,Glencoe,10.0
AL,,Glencoe Pj,9.5
AL,,Glenwood,9.5
AL,,Good Hope,9.0
AL,,Goodwater,10.0
AL,,Gordon,9.0
AL,,Grant,9.0
AL,,Graysville,10.0
AL,,Greene,7.0
AL,,Greensboro,10.0
AL,,Greenville,11.0
AL,,Grove Hill,10.0
AL,,Gulf Shores,10.0
AL,,Guntersville Pj,8.5
AL,,Gurley,9.0
AL,,Hackleburg,9.0
AL,,Hale,7.0
AL,,Haleburg,8.0
AL,,Haleyville,10.0
AL,,Hamilton,9.0
AL,,Harpersville,9.0
AL,,Hartford,9.0
AL,,Hayden,9.0
AL,,Hayneville,10.5
AL,,Headland,9.0
AL,,Heflin,9.0
AL,,Helena,11.0
AL,,Henagar,9.0
AL,,Henry,6.0
AL,,Highland Lake,10.0
AL,,Hillsboro,9.0
AL,,Hodges,8.0
AL,,Hollywood,9.0
AL,,Homewood,10.0
AL,,Hoover,9.5
AL,,Hoover Pj,6.75
AL,,Hueytown,10.0
AL,,Huntsville,9.0
AL,,Huntsville,10.5
AL,,Huntsville,11.5
AL,,Hurtsboro,9.0
AL,,Ider,9.0
AL,,Ider Pj,7.0
AL,,Irondale,10.0
AL,,Jackson,6.0
AL,,Jackson,10.0
AL,,Jacksonville,10.0
AL,,Jasper,9.5
AL,,Jefferson,6.0
AL,,Jemison,11.0
AL,,Kansas,7.0
AL,,Killen,7.5
AL,,Kilpatrick,9.0
AL,,Kimberly,10.0
AL,,Kinston,9.0
AL,,Lauderdale,5.5
AL,,Lawrence,7.0
AL,,Lee,8.0
AL,,Leeds,10.0
AL,,Leighton,9.0
AL,,Lester,6.0
AL,,Lexington,8.5
AL,,Limestone,6.0
AL,,Limestone,8.0
AL,,Lincoln,10.0
AL,,Linden,10.0
AL,,Lineville,9.0
AL,,Littleville,10.0
AL,,Livingston,11.0
AL,,Loachapoka,9.5
AL,,Lockhart,10.0
AL,,Locust Fork,9.0
AL,,Lowndes,8.0
AL,,Loxley,9.0
AL,,Luverne,10.0
AL,,Madison,9.0
AL,,Madison Co Sp,5.5
AL,,Madrid,9.0
AL,,Magnolia Springs,10.0
AL,,Malvern,8.0
AL,,Maplesville,10.0
AL,,Maplesville Pj,9.5
AL,,Marengo,7.0
AL,,Margaret,10.0
AL,,Marion,10.0
AL,,Marshall,11.0
AL,,Mcintosh,10.0
AL,,Mckenzie,9.5
AL,,Mentone,9.0
AL,,Midfield,10.0
AL,,Millbrook,11.0
AL,,Millport,9.0
AL,,Millry,10.0
AL,,Mobile,5.5
AL,,Mobile,10.0
AL,,Monroe,7.5
AL,,Monroeville,10.0
AL,,Monroeville Pj,8.75
AL,,Montgomery,6.5
AL,,Montgomery,10.0
AL,,Mooresville,8.0
AL,,Morgan,7.0
AL,,Morgan,9.0
AL,,Morris,10.0
AL,,Moulton,9.0
AL,,Mount Vernon,9.5
AL,,Mountain Brook,10.0
AL,,Munford,10.0
AL,,Muscle Shoals,9.0
AL,,Myrtlewood,9.0
AL,,Natural Bridge,9.0
AL,,Needham,8.0
AL,,New Hope,9.0
AL,,New Site,9.0
AL,,Newbern,8.0
AL,,Newton,9.0
AL,,Newville,8.0
AL,,Northport,10.0
AL,,Oakman,10.0
AL,,Opelika,9.0
AL,,Opp,10.0
AL,,Orange Beach,10.0
AL,,Orrville,10.0
AL,,Oxford,10.0
AL,,Ozark,9.0
AL,,Parrish,10.0
AL,,Pennington,10.0
AL,,Phenix City,9.75
AL,,Phenix City Pj,8.875
AL,,Pickens,8.0
AL,,Pickensville,10.0
AL,,Piedmont,10.0
AL,,Pike Road,8.75
AL,,Pike Road Pj,7.625
AL,,Pinckard,10.0
AL,,Pine Hill,11.0
AL,,Pinson,10.0
AL,,Pleasant Grove,10.0
AL,,Prattville,10.0
AL,,Priceville,10.0
AL,,Prichard,10.0
AL,,Ragland,10.0
AL,,Ranburne,8.0
AL,,Randolph,6.5
AL,,Red Bay,8.5
AL,,Red Level,9.0
AL,,Reform,10.0
AL,,Repton,10.0
AL,,River Falls,8.5
AL,,Robertsdale,9.0
AL,,Rockford,9.0
AL,,Rogersville,8.5
AL,,Russell,8.0
AL,,Russellville,9.0
AL,,Rutledge,9.5
AL,,Saint Clair Cl Pell City 7759,10.0
AL,,Saint Clair Co 7059,6.0
AL,,Samson,9.0
AL,,Sand Rock,9.5
AL,,Saraland,10.0
AL,,Satsuma,10.0
AL,,Scottsboro,9.0
AL,,Section,9.0
AL,,Selma,10.0
AL,,Selma Pj,7.75
AL,,Semmes Pj Un,7.5
AL,,Shelby,5.0
AL,,Shorter,11.5
AL,,Sipsey,8.0
AL,,Southside,10.0
AL,,Spanish Fort Town Ctr Sp,10.95
AL,,Stevenson,9.0
AL,,Stevenson Pj,7.5
AL,,Sulligent,9.5
AL,,Sumiton,10.0
AL,,Sumiton Un,8.0
AL,,Summerdale,10.0
AL,,Sumter,8.0
AL,,Sweet Water,10.0
AL,,Sylacauga,9.5
AL,,Sylvan Springs,10.0
AL,,Sylvania,9.0
AL,,Talladega,7.0
AL,,Talladega,10.0
AL,,Tallassee,10.0
AL,,Tarrant,10.0
AL,,Taylor,10.0
AL,,Thomaston,10.0
AL,,Thomasville,10.0
AL,,Toxey,9.0
AL,,Trafford,9.0
AL,,Troy,9.5
AL,,Trussville,10.0
AL,,Tuscaloosa,10.0
AL,,Tuscumbia,9.5
AL,,Tuskegee,11.5
AL,,Union Springs,10.0
AL,,Uniontown,10.0
AL,,Valley,10.0
AL,,Valley Grande,8.5
AL,,Vance,10.0
AL,,Vernon,10.0
AL,,Vestavia Hills,10.0
AL,,Vina,8.0
AL,,Walker,6.0
AL,,Walnut Grove,8.0
AL,,Warrior,10.0
AL,,Washington,5.0
AL,,Waterloo,8.0
AL,,Wedowee,10.0
AL,,West Jefferson,10.0
AL,,Westover Pj,7.5
AL,,Wetumpka Pj,9.5
AL,,White Hall,10.0
AL,,Wilcox,8.5
AL,,Wilton,8.0
AL,,Winfield,10.0
AL,,Winfield,11.0
AL,,Woodland,9.5
AL,,Woodstock (North Bibb) Pj,9.0
AL,,Woodville Pj,7.5
AL,,York,12.0
AR,,Adona,9.25
AR,,Alexander,10.5
AR,,Alicia,9.0
AR,,Alma,9.75
AR,,Almyra,8.5
AR,,Alpena,8.75
AR,,Altheimer,8.75
AR,,Altus,9.5
AR,,Amagon,8.375
AR,,Amity,9.5
AR,,Antoine,8.5
AR,,Arkadelphia,10.0
AR,,Arkansas,7.5
AR,,Arkansas City,10.0
AR,,Ash Flat,10.875
AR,,Ashdown,11.375
AR,,Ashley,10.0
AR,,Atkins,9.5
AR,,Aubrey,7.5
AR,,Augusta,9.5
AR,,Austin,10.0
AR,,Avoca,8.5
AR,,Bald Knob,9.75
AR,,Banks,9.5
AR,,Barling,9.5
AR,,Bassett,9.0
AR,,Batesville,10.0
AR,,Baxter,7.75
AR,,Baxter,8.75
AR,,Bearden,10.0
AR,,Beaver,7.0
AR,,Beebe,9.5
AR,,Beedeville,8.875
AR,,Bella Vista,9.5
AR,,Ben Lomond,9.625
AR,,Benton,7.5
AR,,Benton,9.0
AR,,Bentonville,9.5
AR,,Bergman,7.75
AR,,Berryville,9.0
AR,,Bigelow,9.25
AR,,Black Oak,7.5
AR,,Blevins,10.0
AR,,Blue Mountain,9.5
AR,,Bluff City,8.5
AR,,Blytheville,10.5
AR,,Boone,7.75
AR,,Booneville,10.5
AR,,Bradford,10.25
AR,,Bradley,8.5
AR,,Bradley,9.75
AR,,Branch,9.5
AR,,Bryant,9.5
AR,,Buckner,8.75
AR,,Bull Shoals,9.75
AR,,Burdette,9.0
AR,,Caldwell,9.375
AR,,Cale,8.5
AR,,Calico Rock,10.0
AR,,Calion,8.5
AR,,Camden,10.75
AR,,Carlisle,10.125
AR,,Carthage,10.0
AR,,Casa,9.25
AR,,Cave Springs,9.75
AR,,Cedarville,8.75
AR,,Charleston,10.0
AR,,Cherry Valley,9.625
AR,,Chester,8.75
AR,,Chidester,11.0
AR,,Clarendon,10.5
AR,,Clark,8.0
AR,,Clarkedale,8.25
AR,,Clarksville,9.5
AR,,Clay,8.0
AR,,Cleburne,8.125
AR,,Cleveland,9.75
AR,,Clinton,9.0
AR,,Colt,10.375
AR,,Concord,9.125
AR,,Conway,8.25
AR,,Conway,9.125
AR,,Corning,9.75
AR,,Cotter,9.75
AR,,Cotton Plant,9.5
AR,,Cove,10.5
AR,,Coy,8.0
AR,,Craighead,8.5
AR,,Craighead,9.5
AR,,Craighead,10.5
AR,,Crawford,7.75
AR,,Crawfordsville,10.25
AR,,Cross,8.625
AR,,Cross,9.625
AR,,Crossett,9.75
AR,,Cushman,9.0
AR,,Daisy,8.5
AR,,Dallas,8.5
AR,,Danville,9.125
AR,,Dardanelle,9.625
AR,,Datto,8.0
AR,,De Queen,10.625
AR,,De Valls Bluff,11.0
AR,,De Witt,11.0
AR,,Decatur,9.5
AR,,Delight,9.5
AR,,Dell,9.0
AR,,Dermott,12.5
AR,,Des Arc,11.0
AR,,Desha,8.0
AR,,Diamond City,8.75
AR,,Diaz,9.375
AR,,Dierks,10.25
AR,,Donaldson,8.0
AR,,Dover,9.5
AR,,Drew,8.75
AR,,Dumas,11.0
AR,,Dyer,8.75
AR,,Dyess,9.0
AR,,Earle,10.25
AR,,Edmondson,8.25
AR,,Egypt,7.5
AR,,El Dorado,10.25
AR,,Elaine,8.5
AR,,Elkins,10.5
AR,,Elm Springs,8.75
AR,,Emerson,9.0
AR,,Emmet,8.5
AR,,England,11.0
AR,,Enola,7.0
AR,,Etowah,10.0
AR,,Eudora,10.5
AR,,Eureka Springs,9.375
AR,,Evening Shade,8.75
AR,,Fairfield Bay,9.5
AR,,Fairfield Bay,9.625
AR,,Fayetteville,9.75
AR,,Felsenthal,8.5
AR,,Fifty-Six,8.0
AR,,Fordyce,10.0
AR,,Foreman,10.375
AR,,Forrest City,11.25
AR,,Fort Smith,9.5
AR,,Fouke,8.75
AR,,Fountain Hill,9.0
AR,,Fountain Lake,8.0
AR,,Franklin,8.5
AR,,Fredonia (Biscoe),8.0
AR,,Friendship,8.0
AR,,Fulton,9.5
AR,,Fulton,10.5
AR,,Garfield,9.0
AR,,Garland,8.0
AR,,Garland,8.75
AR,,Garner,8.25
AR,,Gateway,7.5
AR,,Gentry,9.5
AR,,Gilbert,9.0
AR,,Gillett,10.5
AR,,Gillham,12.625
AR,,Gilmore,9.25
AR,,Glenwood,11.0
AR,,Goshen,9.75
AR,,Gosnell,10.5
AR,,Gould,11.5
AR,,Grady,9.5
AR,,Grannis,9.5
AR,,Grant,7.75
AR,,Green Forest,9.25
AR,,Greenbrier,9.5
AR,,Greene,7.875
AR,,Greene,9.125
AR,,Greenland,12.25
AR,,Greenway,8.0
AR,,Greenwood,9.5
AR,,Greers Ferry,9.125
AR,,Griffithville,8.25
AR,,Grubbs,8.375
AR,,Guion,8.0
AR,,Gurdon,9.5
AR,,Guy,8.5
AR,,Hackett,8.5
AR,,Hamburg,11.0
AR,,Hampton,9.625
AR,,Harrell,9.125
AR,,Harrisburg,10.25
AR,,Harrison,9.5
AR,,Hartford,9.5
AR,,Hatfield,9.5
AR,,Havana,8.625
AR,,Haynes,7.5
AR,,Hazen,11.0
AR,,Heber Springs,9.125
AR,,Hector,9.0
AR,,Hermitage,10.5
AR,,Hickory Ridge,9.625
AR,,Higginson,9.25
AR,,Highfill,9.5
AR,,Hindsville,10.0
AR,,Holly Grove,9.5
AR,,Hope,10.5
AR,,Horatio,10.625
AR,,Horseshoe Bend,9.0
AR,,Horseshoe Bend,11.5
AR,,Hot Spring,8.0
AR,,Hot Springs,9.5
AR,,Houston,9.25
AR,,Howard,9.25
AR,,Hughes,10.375
AR,,Humnoke,9.5
AR,,Humphrey,8.75
AR,,Hunter,8.5
AR,,Huntsville,11.0
AR,,Imboden,10.0
AR,,Independence,8.0
AR,,Independence,9.0
AR,,Izard,7.0
AR,,Jacksonport,8.375
AR,,Jacksonville,9.5
AR,,Jasper,9.5
AR,,Jefferson,7.75
AR,,Johnson,7.5
AR,,Johnson,8.5
AR,,Johnson,10.75
AR,,Joiner,10.25
AR,,Jonesboro,8.5
AR,,Keiser,11.0
AR,,Keo,9.0
AR,,Kingsland,10.75
AR,,Knobel,8.0
AR,,Knoxville,7.5
AR,,La Grange,7.5
AR,,Lake View,8.5
AR,,Lake Village,10.5
AR,,Lakeview,8.75
AR,,Lamar,9.5
AR,,Lawrence,9.0
AR,,Leachville,10.0
AR,,Lead Hill,8.75
AR,,Lee,7.5
AR,,Lepanto,9.75
AR,,Leslie,9.0
AR,,Letona,8.25
AR,,Lewisville,9.75
AR,,Lincoln,8.5
AR,,Lincoln,10.75
AR,,Little River,9.375
AR,,Little Rock,8.625
AR,,Lockesburg,10.375
AR,,Logan,8.5
AR,,London,8.5
AR,,Lonoke,11.0
AR,,Louann,9.0
AR,,Luxora,10.0
AR,,Lynn,9.0
AR,,Madison,10.0
AR,,Madison,10.375
AR,,Magazine,10.5
AR,,Magness,8.0
AR,,Magnolia,10.25
AR,,Mammoth Spring,10.5
AR,,Manila,10.25
AR,,Mansfield,10.0
AR,,Mansfield,11.0
AR,,Marianna,9.5
AR,,Marion,7.75
AR,,Marked Tree,10.25
AR,,Marshall,9.5
AR,,Marvell,11.5
AR,,Mayflower,9.5
AR,,Mccaskill,10.0
AR,,Mccrory,9.5
AR,,Mcdougal,8.0
AR,,Mcgehee,11.0
AR,,Mcnab,10.0
AR,,Mcneil,9.0
AR,,Melbourne,9.0
AR,,Mena,9.5
AR,,Menifee,11.25
AR,,Midland,8.5
AR,,Miller,7.75
AR,,Mineral Springs,10.25
AR,,Minturn,9.0
AR,,Mississippi,9.0
AR,,Mississippi,10.0
AR,,Monroe,6.5
AR,,Montgomery,9.5
AR,,Monticello,9.75
AR,,Moorefield,10.0
AR,,Moro,8.5
AR,,Morrilton,9.25
AR,,Mount Ida,10.5
AR,,Mount Pleasant,7.0
AR,,Mountain Home,9.875
AR,,Mountain Pine,8.0
AR,,Mountain View,10.0
AR,,Mountainburg,10.25
AR,,Murfreesboro,10.0
AR,,Nashville,10.25
AR,,Newark,8.0
AR,,Newport,9.875
AR,,Newton,7.5
AR,,Norman,10.5
AR,,Norphlet,8.5
AR,,North Little Rock,9.5
AR,,O'kean,7.75
AR,,Oak Grove,8.0
AR,,Oden,9.5
AR,,Ogden,9.375
AR,,Oil Trough,8.0
AR,,Okolona,8.0
AR,,Ola,9.625
AR,,Omaha,7.75
AR,,Osceola,11.0
AR,,Ouachita,9.0
AR,,Oxford,8.0
AR,,Ozan,8.5
AR,,Ozark,10.5
AR,,Palestine,11.375
AR,,Paragould,9.375
AR,,Paris,10.0
AR,,Parkdale,9.0
AR,,Parkin,8.625
AR,,Patterson,9.5
AR,,Peach Orchard,8.0
AR,,Perry,9.25
AR,,Perry,10.25
AR,,Phillips,8.5
AR,,Phillips,10.5
AR,,Piggott,10.0
AR,,Pike,8.5
AR,,Pindall,8.0
AR,,Pine Bluff,9.375
AR,,Pleasant Plains,11.0
AR,,Pocahontas,9.75
AR,,Poinsett,8.25
AR,,Polk,8.5
AR,,Pollard,9.0
AR,,Portia,10.0
AR,,Pottsville,9.0
AR,,Powhatan,10.0
AR,,Prairie,8.0
AR,,Prairie Grove,10.5
AR,,Prattsville,7.75
AR,,Prescott,10.5
AR,,Pulaski,7.5
AR,,Pyatt,9.25
AR,,Quitman,9.625
AR,,Randolph,7.75
AR,,Randolph,9.25
AR,,Ratcliff,8.5
AR,,Ravenden,10.0
AR,,Ravenden Springs,7.75
AR,,Rector,10.0
AR,,Redfield,9.75
AR,,Reyno,7.75
AR,,Rison,10.75
AR,,Rockport,11.0
AR,,Rogers,9.5
AR,,Rose Bud,10.25
AR,,Rosston,10.0
AR,,Russell,8.25
AR,,Russellville,9.0
AR,,Saint Charles,9.5
AR,,Saint Francis,9.375
AR,,Saint Francis,11.125
AR,,Saint Joe,8.0
AR,,Saint Paul,12.0
AR,,Salem,10.5
AR,,Scott,8.5
AR,,Scranton,9.5
AR,,Searcy,8.0
AR,,Searcy,10.25
AR,,Sedgwick,9.0
AR,,Sharp,7.75
AR,,Sharp,8.75
AR,,Sheridan,9.75
AR,,Sherrill,8.75
AR,,Sherwood,9.5
AR,,Sidney,7.75
AR,,Smithville,9.0
AR,,Sparkman,9.5
AR,,Springdale,9.75
AR,,Stamps,9.75
AR,,Stephens,12.0
AR,,Stone,8.0
AR,,Strawberry,9.0
AR,,Stuttgart,10.5
AR,,Subiaco,9.5
AR,,Success,8.0
AR,,Sulphur Rock,8.0
AR,,Sulphur Springs,9.5
AR,,Summit,8.75
AR,,Sunset,11.25
AR,,Swifton,9.375
AR,,Taylor,10.0
AR,,Texarkana,10.25
AR,,Thornton,10.125
AR,,Tillar,10.75
AR,,Tontitown,10.5
AR,,Trumann,10.25
AR,,Tuckerman,9.625
AR,,Tupelo,8.375
AR,,Turrell,10.25
AR,,Tyronza,9.25
AR,,Ulm,8.0
AR,,Union,8.5
AR,,Union,9.5
AR,,Valley Springs,7.75
AR,,Van Buren,8.0
AR,,Van Buren,9.0
AR,,Van Buren,10.25
AR,,Vandervoort,9.5
AR,,Vilonia,9.75
AR,,Viola,11.5
AR,,Wabbaseka,9.75
AR,,Waldenburg,10.25
AR,,Waldron,9.5
AR,,Walnut Ridge,11.0
AR,,Ward,10.0
AR,,Washington,7.75
AR,,Washington,9.5
AR,,Watson,8.0
AR,,West Memphis,10.5
AR,,West Point,8.25
AR,,Western Grove,8.5
AR,,Wheatley,10.375
AR,,Whelen Springs,8.0
AR,,White,8.25
AR,,White,9.25
AR,,Willisville,8.5
AR,,Wilmar,9.75
AR,,Wilmot,10.0
AR,,Wilton,10.375
AR,,Winchester,8.75
AR,,Winthrop,9.375
AR,,Woodruff,8.5
AR,,Wooster,7.0
AR,,Wrightsville,7.5
AR,,Yell,7.625
AR,,Yellville,9.75
AZ,,Apache,6.1
AZ,,Apache,12.1
AZ,,Apache Junction,9.1
AZ,,Avondale,8.8
AZ,,Benson,10.1
AZ,,Bisbee,10.1
AZ,,Buckeye,9.3
AZ,,Bullhead City,7.6
AZ,,Camp Verde,10.0
AZ,,Carefree,9.3
AZ,,Casa Grande,8.7
AZ,,Cave Creek,9.3
AZ,,Chandler,7.8
AZ,,Chino Valley,10.35
AZ,,Clifton,9.1
AZ,,Cochise,6.6
AZ,,Coconino,6.9
AZ,,Coconino,12.9
AZ,,Colorado City,8.6
AZ,,Coolidge,9.7
AZ,,Dewey-Humboldt,8.35
AZ,,Douglas,10.4
AZ,,Duncan,8.1
AZ,,Eagar,9.1
AZ,,El Mirage,9.3
AZ,,Eloy,9.7
AZ,,Flagstaff,9.386
AZ,,Florence,10.2
AZ,,Fort Apache Reservation,12.1
AZ,,Fort Apache Reservation,12.43
